1082	9625799	2177	736
1083	9638237	1101	263
1084	9644608	2	1
1085	9644626	5	1
1086	9644659	9042	1039
1087	9691786	709	129
1088	9695779	14	14
1089	9695897	649	207
1090	9699787	3	3
1091	9699818	12	11
1092	9699924	29	21
1093	9700131	8758	1087
1094	9745234	1852	444
1095	9756146	904	192
1096	9761245	2179	538
1097	9773996	1388	299
1098	9781989	75	19
1099	9782479	223	134
1100	9783949	2048	533
1101	9795701	2407	825
1102	9810067	249	103
1103	9811662	796	261
1104	9816549	3871	840
1105	9838021	1386	495
1106	9846307	697	294
1107	9850630	1722	441
1108	9860257	2651	567
1109	9874696	544	262
1110	9878083	143	114
1111	9879046	909	291
1112	9884543	218	110
1113	9886025	3512	426
1114	9903839	96	86
1115	9904551	339	170
1116	9906744	277	135
1117	9908521	1493	551
1118	9917273	602	248
1119	9920850	100	73
1120	9921573	196	95
1121	9922943	40	24
1122	9923219	6693	1155
1123	9960819	548	283
1124	9964307	17	9
1125	9964428	4	3
1126	9964464	32	22
1127	9964717	291	164
1128	9966675	642	272
1129	9970484	2838	720
1130	9986329	384	152
1131	9988755	196	120
1132	9990081	2804	593
1133	10004142	1486	301
1134	10012480	105	75
1135	10013207	472	88
1136	10016095	59	30
1137	10016489	585	244
1138	10019973	158	110
1139	10021057	55	40
1140	10021482	3872	940
1141	10042354	1137	565
1142	10049501	1147	285
1143	10056233	2197	603
1144	10069158	365	128
1145	10071329	122	66
1146	10072168	3372	554
1147	10088969	437	166
1148	10091561	3134	967
1149	10109322	2622	846
1150	10124883	1291	438
1151	10132275	963	543
1152	10138367	276	163
1153	10140253	2078	798
1154	10152497	595	340
1155	10156429	75	35
1156	10156957	1539	474
1157	10165086	1794	604
1158	10175277	1612	548
1159	10185212	84	49
1160	10185767	3026	845
1161	10203178	32	20
1162	10203419	2407	400
1163	10216712	24	21
1164	10216899	68	55
1165	10217382	362	171
1166	10219682	49	25
1167	10220044	514	264
1168	10223255	21	11
1169	10223411	121	67
1170	10224206	330	131
1171	10226229	5533	985
1172	10254684	21	8
1173	10254829	1678	519
1174	10264976	29	21
1175	10265196	241	100
1176	10266750	2	1
1177	10266768	522	300
1178	10270201	209	101
1179	10271585	344	155
1180	10273706	9	4
1181	10273772	6	6
1182	10273819	3	3
1183	10273850	804	349
1184	10278909	58	45
1185	10279337	259	168
1186	10281027	12	12
1187	10281129	168	95
1188	10282234	332	177
1189	10284351	1043	501
1190	10290992	32	27
1191	10291223	166	40
1192	10292121	235	144
1193	10293719	384	186
1194	10296060	4	2
1195	10296094	212	146
1196	10297442	112	60
1197	10298162	10	4
1198	10298233	67	44
1199	10298712	152	114
1200	10299763	1086	496
1201	10306212	304	144
1202	10308193	2626	1000
1203	10323151	1123	412
1204	10329849	3	3
1205	10329877	1	1
1206	10329889	37	22
1207	10330171	6521	695
1208	10361369	12	11
1209	10361468	891	473
1210	10366767	4508	1421
1211	10391371	1523	205
1212	10398370	187	135
1213	10399644	37	25
1214	10399912	1355	638
1215	10408192	1664	320
1216	10417688	661	318
1217	10421958	257	161
1218	10423704	1671	139
1219	10432576	320	147
1220	10434586	344	158
1221	10436734	672	346
1222	10440991	52	29
1223	10441343	1865	672
1224	10452235	36	25
1225	10452508	5	5
1226	10452555	65	48
1227	10453034	12	8
1228	10453127	874	450
1229	10458530	793	460
1230	10463719	800	416
1231	10468745	467	272
1232	10471839	316	211
1233	10473970	1182	440
1234	10481181	991	484
1235	10487174	189	101
1236	10488485	528	92
1237	10491605	976	398
1238	10497517	86	33
1239	10498064	5242	655
1240	10525604	43	32
1241	10525925	1796	252
1242	10535856	1969	213
1243	10546575	757	250
1244	10551174	2743	225
1245	10563652	3	3
1246	10563682	1454	295
1247	10571486	157	63
1248	10572562	243	77
1249	10574036	1051	396
1250	10580579	277	159
1251	10582460	343	99
1252	10584561	16	14
1253	10584693	684	306
1254	10588896	602	203
1255	10592261	14	13
1256	10592382	212	133
1257	10593762	59	45
1258	10594172	43	38
1259	10594509	2	2
1260	10594531	1	1
1261	10594544	3	1
1262	10594567	431	325
1263	10597508	192	109
1264	10598790	302	138
1265	10600694	285	203
1266	10602644	72	32
1267	10603143	3	2
1268	10603171	4	4
1269	10603210	11072	423
1270	10655869	372	134
1271	10658221	177	99
1272	10659367	17	17
1273	10659502	40	34
1274	10659822	62	46
1275	10660267	963	348
1276	10666021	174	99
1277	10667213	1539	539
1278	10675815	599	387
1279	10679837	382	256
1280	10682347	3	2
1281	10682375	46	35
1282	10682719	2966	1157
1283	10700339	1000	471
1284	10706600	6140	293
1285	10732651	62	35
1286	10733106	288	100
1287	10734960	3003	586
1288	10751799	137	102
1289	10752728	325	153
1290	10754692	359	194
1291	10757039	36	28
1292	10757320	16	8
1293	10757433	712	231
1294	10761677	1321	704
1295	10769564	1376	425
1296	10777534	13	12
1297	10777642	364	128
1298	10780015	859	214
1299	10784601	85	65
1300	10785236	1191	531
1301	10792473	8	6
1302	10792540	22	10
1303	10792682	1162	557
1304	10799866	260	174
1305	10801602	2495	448
1306	10814149	235	159
1307	10815750	17	14
1308	10815881	907	398
1309	10821732	968	187
1310	10827236	74	35
1311	10827763	1253	550
1312	10835266	732	239
1313	10839585	223	139
1314	10841083	891	205
1315	10846055	1	1
1316	10846068	628	251
1317	10849873	246	114
1318	10851438	432	23
1319	10853792	4	3
1320	10853826	192	108
1321	10855109	525	254
1322	10858529	4	4
